,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute
26129,20,5.0,12.972532,77.608179,12.992532,77.628179,Sandstorms,Low,2,Snack,scooter,1,No,Urban,12,morning,5,9,20,9,25
26130,25,4.5,26.911378,75.789034,26.991378,75.869034,Fog,Medium,2,Meal,scooter,1,No,Metropolitian,29,evening,15,18,20,18,35
26131,26,4.8,17.450851,78.379347,17.500851,78.429347,Stormy,Low,1,Buffet,motorcycle,1,No,Urban,10,night,15,22,50,23,5
26132,20,4.8,23.374989,85.335486,23.404989,85.365486,Sandstorms,Jam,1,Meal,scooter,1,No,Metropolitian,27,evening,10,20,15,20,25
26133,23,4.6,26.481547,80.299775,26.591547,80.409775,Windy,Jam,0,Meal,motorcycle,2,No,Metropolitian,36,evening,15,20,20,20,35
26134,34,3.6,26.902328,75.794257,26.972328,75.864257,Stormy,Jam,2,Meal,motorcycle,2,No,Metropolitian,39,night,15,21,20,21,35
26135,38,4.8,22.725835,75.887648,22.815835,75.977648,Cloudy,Low,1,Snack,scooter,1,No,Metropolitian,25,night,15,23,30,23,45
26139,21,5.0,21.170798,72.790489,21.180798,72.800489,Sandstorms,High,2,Snack,motorcycle,0,No,Metropolitian,22,morning,10,11,30,11,40
26140,28,4.9,12.321214,76.621094,12.331214,76.631094,Windy,Low,2,Snack,scooter,0,No,Metropolitian,12,morning,5,8,45,8,50
26142,21,4.7,18.927584,72.832585,18.947584,72.852585,Cloudy,Low,0,Snack,motorcycle,1,No,Urban,16,morning,10,8,10,8,20
26145,35,4.4,23.211529,77.419399,23.261529,77.469399,Sandstorms,Jam,2,Snack,scooter,1,No,Metropolitian,33,evening,10,19,30,19,40
26149,22,4.9,19.091458,72.827808,19.131458,72.867808,Windy,High,1,Drinks,motorcycle,1,No,Metropolitian,26,afternoon,5,14,25,14,30
26153,35,4.8,17.440827,78.393391,17.550827,78.503391,Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,41,evening,10,20,25,20,35
26156,29,4.6,12.316967,76.603067,12.386967,76.673067,Fog,Medium,1,Snack,motorcycle,1,No,Metropolitian,28,evening,15,18,20,18,35
26158,20,4.9,21.173493,72.801953,21.263493,72.891953,Fog,Medium,1,Meal,scooter,1,No,Metropolitian,37,evening,10,18,45,18,55
26162,29,4.9,30.885915,75.788259,30.925915,75.828259,Stormy,Medium,0,Snack,motorcycle,0,No,Metropolitian,25,afternoon,15,15,50,16,5
26163,25,4.7,11.022169,76.999594,11.112169,77.089594,Fog,Jam,2,Drinks,electric_scooter,1,No,Urban,34,evening,5,20,10,20,15
26165,22,4.8,17.411028,78.329645,17.461028,78.379645,Sandstorms,Low,1,Snack,scooter,1,No,Metropolitian,16,night,5,22,25,22,30
26167,23,4.6,23.359407,85.325055,23.469407,85.435055,Sandstorms,Medium,0,Buffet,motorcycle,0,No,Metropolitian,32,evening,5,17,20,17,25
26168,39,4.9,18.546947,73.900626,18.656947,74.010626,Windy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,47,evening,5,18,15,18,20
26169,38,4.7,19.131141,72.813074,19.241141,72.923074,Fog,Jam,2,Meal,scooter,1,No,Metropolitian,37,evening,5,19,20,19,25
26170,39,4.6,12.979096,77.640625,12.999096,77.660625,Fog,Low,1,Meal,scooter,0,No,Metropolitian,16,morning,5,8,40,8,45
26172,33,4.6,18.592718,73.773572,18.702718,73.883572,Fog,Medium,0,Meal,motorcycle,3,Yes,Urban,43,evening,5,18,45,18,50
26174,31,4.8,21.175975,72.795503,21.185975,72.805503,Stormy,Low,1,Snack,scooter,1,No,Urban,21,morning,5,10,25,10,30
26175,29,4.1,17.458998,78.500366,17.518998,78.560366,Sandstorms,Low,0,Drinks,motorcycle,1,No,Urban,18,night,10,22,55,23,5
26178,29,4.8,12.325461,76.632278,12.395461,76.702278,Fog,Low,2,Meal,scooter,1,No,Metropolitian,21,night,15,23,40,23,55
26179,35,4.5,15.506205,73.766668,15.576205,73.836668,Sandstorms,Low,1,Buffet,motorcycle,0,No,Metropolitian,20,night,5,22,50,22,55
26181,23,5.0,12.933284,77.615428,13.063284,77.745428,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,21,evening,15,18,15,18,30
26184,22,4.8,10.003064,76.307589,10.053064,76.357589,Fog,Jam,2,Buffet,motorcycle,0,No,Metropolitian,26,night,15,21,15,21,30
26185,38,4.8,18.530963,73.828972,18.640963,73.938972,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,32,evening,10,18,15,18,25
26189,29,4.9,11.016298,76.972076,11.086298,77.042076,Fog,Low,1,Snack,motorcycle,1,No,Metropolitian,23,night,10,23,35,23,45
26190,24,4.9,12.323194,76.630583,12.433194,76.740583,Stormy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,30,night,10,21,10,21,20
26191,33,4.9,10.000706,76.349516,10.110706,76.459516,Sunny,Low,2,Meal,electric_scooter,1,No,Urban,24,night,10,22,30,22,40
26192,38,4.4,23.359407,85.325055,23.379407,85.345055,Windy,High,2,Drinks,scooter,0,No,Metropolitian,32,morning,5,11,40,11,45
26194,23,4.7,17.426228,78.407495,17.446228,78.427495,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,morning,10,8,45,8,55
26195,30,4.6,12.337978,76.616792,12.397978,76.676792,Fog,Jam,1,Drinks,scooter,1,No,Metropolitian,38,evening,10,19,55,20,5
26197,37,4.6,22.745536,75.893106,22.815536,75.963106,Windy,Medium,0,Meal,motorcycle,1,No,Urban,37,evening,15,18,40,18,55
26198,20,4.9,26.913483,75.803139,26.973483,75.863139,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,19,evening,15,19,40,19,55
26199,39,4.5,22.761226,75.887522,22.841226,75.967522,Cloudy,Low,1,Meal,motorcycle,1,No,Urban,31,night,5,22,15,22,20
26202,21,4.7,22.751857,75.866699,22.811857,75.926699,Fog,Low,2,Snack,electric_scooter,0,No,Metropolitian,12,night,15,22,30,22,45
26203,38,4.9,17.428294,78.404423,17.478294,78.454423,Sandstorms,Jam,0,Snack,motorcycle,0,No,Metropolitian,33,evening,10,20,35,20,45
26205,31,5.0,26.914142,75.805704,27.044142,75.935704,Sunny,Jam,0,Buffet,motorcycle,0,No,Metropolitian,42,night,15,21,35,21,50
26207,30,4.9,22.732225,75.874765,22.762225,75.904765,Fog,Medium,2,Meal,motorcycle,1,No,Urban,15,evening,15,18,40,18,55
26208,39,5.0,19.880256,75.323503,19.940256,75.383503,Fog,Low,0,Snack,motorcycle,1,No,Urban,27,night,5,23,15,23,20
26211,22,4.4,21.149669,72.772629,21.199669,72.822629,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,22,night,15,22,40,22,55
26213,34,4.6,22.310526,73.170937,22.320526,73.180937,Cloudy,Low,2,Snack,scooter,1,No,Urban,17,morning,15,10,50,11,5
26215,20,4.6,12.304569,76.643622,12.384569,76.723622,Fog,Jam,2,Drinks,scooter,1,No,Metropolitian,38,evening,15,20,40,20,55
26217,20,4.5,23.359407,85.325055,23.399407,85.365055,Stormy,High,1,Snack,motorcycle,0,No,Urban,13,afternoon,15,12,35,12,50
26218,35,4.9,25.450377,81.834236,25.490377,81.874236,Cloudy,Medium,2,Drinks,motorcycle,1,No,Metropolitian,17,afternoon,15,16,25,16,40
26219,27,4.1,13.066762,80.251865,13.196762,80.381865,Cloudy,Jam,2,Meal,motorcycle,0,No,Metropolitian,32,night,10,21,45,21,55
26221,30,4.8,12.933284,77.615428,13.003284,77.685428,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,49,evening,10,19,25,19,35
26225,34,5.0,19.866969,75.318894,19.926969,75.378894,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,31,evening,5,19,35,19,40
26226,22,4.7,12.906229,77.596791,12.976229,77.666791,Stormy,Low,0,Snack,motorcycle,0,No,Metropolitian,22,night,15,23,35,23,50
26228,35,4.1,26.913483,75.803139,26.933483,75.823139,Windy,Low,0,Meal,motorcycle,1,No,Urban,34,morning,10,8,10,8,20
26230,23,4.6,21.175975,72.795503,21.305975,72.925503,Sandstorms,Jam,1,Snack,scooter,0,No,Metropolitian,24,evening,10,19,40,19,50
26231,26,4.4,21.175104,72.804342,21.255104,72.884342,Fog,Medium,2,Drinks,electric_scooter,2,No,Metropolitian,37,evening,5,17,10,17,15
26232,28,4.9,21.186438,72.794115,21.266438,72.874115,Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,15,night,5,22,35,22,40
26234,33,4.9,25.457116,81.859682,25.477116,81.879682,Cloudy,High,1,Meal,motorcycle,1,No,Urban,29,morning,5,11,35,11,40
26237,26,4.6,27.165108,78.015053,27.305108,78.155053,Fog,Jam,2,Snack,scooter,1,No,Metropolitian,37,evening,10,19,15,19,25
26238,30,4.6,13.022394,80.242439,13.132394,80.352439,Sandstorms,Low,1,Drinks,motorcycle,0,No,Metropolitian,17,night,15,22,25,22,40
26239,24,4.5,22.722634,75.886959,22.732634,75.896959,Stormy,Low,1,Drinks,scooter,0,No,Urban,18,morning,10,9,10,9,20
26241,22,4.4,11.026117,76.944652,11.116117,77.034652,Sandstorms,Jam,0,Meal,motorcycle,0,No,Metropolitian,37,evening,10,20,15,20,25
26245,25,4.8,13.091809,80.219104,13.171809,80.299104,Sandstorms,Low,1,Meal,motorcycle,1,No,Metropolitian,15,night,10,22,25,22,35
26246,31,4.9,11.026117,76.944652,11.066117,76.984652,Stormy,High,1,Snack,motorcycle,1,No,Urban,25,afternoon,15,12,35,12,50
26248,34,4.9,26.892312,75.806896,27.032312,75.946896,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,48,evening,10,20,45,20,55
26249,23,4.7,12.934179,77.615797,12.974179,77.655797,Windy,High,2,Buffet,electric_scooter,0,No,Urban,22,afternoon,15,14,20,14,35
26250,20,4.6,12.323994,76.626167,12.413994,76.716167,Sandstorms,Medium,2,Drinks,electric_scooter,1,No,Urban,27,evening,10,18,40,18,50
26252,21,4.6,12.972532,77.608179,13.062532,77.698179,Fog,Low,2,Buffet,scooter,0,No,Urban,20,night,10,23,40,23,50
26257,35,4.7,19.103249,72.846749,19.153249,72.896749,Stormy,Medium,1,Meal,motorcycle,1,No,Metropolitian,25,evening,10,17,40,17,50
26259,37,4.9,22.761593,75.886362,22.841593,75.966362,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,35,night,15,23,20,23,35
26261,38,4.7,11.016298,76.972076,11.076298,77.032076,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,night,5,22,40,22,45
26262,37,3.6,22.725748,75.898497,22.855747,76.028497,Fog,Low,1,Drinks,scooter,1,No,Metropolitian,36,night,15,23,25,23,40
26264,30,4.8,18.516216,73.842527,18.626216,73.952527,Cloudy,Medium,0,Snack,motorcycle,2,No,Urban,46,evening,5,18,35,18,40
26265,32,4.6,23.357804,85.325146,23.397804,85.365146,Fog,High,1,Drinks,scooter,1,No,Urban,32,afternoon,5,13,40,13,45
26266,31,4.7,26.766536,75.837333,26.876536,75.947333,Fog,Medium,0,Meal,motorcycle,3,No,Metropolitian,49,evening,10,17,15,17,25
26269,20,4.7,21.170798,72.790489,21.260798,72.880489,Sandstorms,Jam,1,Buffet,motorcycle,0,No,Urban,22,night,5,21,50,21,55
26271,31,4.7,17.410371,78.437225,17.470371,78.497225,Windy,Jam,2,Drinks,scooter,1,No,Metropolitian,26,evening,10,19,10,19,20
26272,39,4.7,11.001852,76.976268,11.051852,77.026268,Sunny,Jam,0,Drinks,motorcycle,0,No,Metropolitian,21,night,15,21,25,21,40
26273,22,4.2,22.753839,75.897429,22.773839,75.917429,Stormy,Low,0,Meal,motorcycle,0,No,Metropolitian,27,morning,10,10,30,10,40
26275,25,4.8,13.026279,80.174568,13.116279,80.264568,Fog,Jam,1,Drinks,motorcycle,1,No,Urban,30,evening,5,20,30,20,35
26277,26,4.7,12.316967,76.603067,12.336967,76.623067,Sunny,Low,2,Snack,electric_scooter,0,No,Metropolitian,18,morning,10,10,10,10,20
26280,31,4.6,26.913987,75.752891,26.983987,75.822891,Windy,Low,1,Drinks,scooter,0,No,Metropolitian,15,night,5,22,10,22,15
26284,21,4.8,21.149569,72.772697,21.259569,72.882697,Cloudy,Low,2,Snack,electric_scooter,1,No,Metropolitian,26,night,15,22,40,22,55
26287,26,4.6,19.176269,72.836721,19.236269,72.896721,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,23,evening,15,17,15,17,30
26288,27,4.7,22.651847,75.881991,22.671847,75.901991,Windy,High,1,Buffet,scooter,1,No,Metropolitian,11,morning,5,11,40,11,45
26292,32,4.9,22.751857,75.866699,22.761857,75.876699,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,morning,15,8,15,8,30
26294,28,4.9,11.022169,76.999594,11.042169,77.019594,Windy,Low,2,Drinks,scooter,0,No,Urban,11,morning,15,9,10,9,25
26295,30,4.7,22.308096,73.167753,22.438096,73.297753,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,37,night,5,22,25,22,30
26296,20,4.7,15.556561,73.763633,15.596561,73.803633,Fog,High,2,Buffet,electric_scooter,1,No,Metropolitian,33,afternoon,10,14,35,14,45
26297,34,4.6,22.311358,73.164798,22.371358,73.224798,Windy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,27,evening,15,18,20,18,35
26300,25,4.5,23.359407,85.325055,23.369407,85.335055,Sunny,High,0,Buffet,motorcycle,1,No,Metropolitian,44,morning,5,11,15,11,20
26303,24,4.2,22.533662,88.366217,22.563662,88.396217,Stormy,Low,0,Drinks,motorcycle,1,No,Urban,25,night,5,22,35,22,40
26304,24,4.4,17.438263,78.397865,17.448263,78.407865,Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,45,morning,15,11,40,11,55
26305,29,4.9,19.055831,72.833984,19.145831,72.923984,Sandstorms,Jam,1,Drinks,scooter,0,No,Urban,28,evening,10,19,20,19,30
26307,37,4.0,19.880256,75.323503,19.930256,75.373503,Sandstorms,Medium,2,Snack,motorcycle,1,No,Metropolitian,31,evening,10,18,30,18,40
26308,28,4.9,18.554382,73.798206,18.644382,73.888206,Windy,Medium,2,Meal,scooter,1,No,Urban,20,evening,10,17,10,17,20
26311,36,4.7,22.311603,73.165012,22.331603,73.185012,Fog,Low,2,Meal,scooter,0,No,Metropolitian,15,morning,5,8,15,8,20
26313,38,5.0,13.058616,80.264151,13.098616,80.304151,Stormy,High,2,Buffet,electric_scooter,0,No,Metropolitian,29,afternoon,15,12,35,12,50
26316,30,4.7,27.160832,78.011608,27.190832,78.041608,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,30,evening,5,19,10,19,15
26317,23,4.6,21.175975,72.795503,21.305975,72.925503,Windy,Jam,2,Buffet,motorcycle,0,No,Metropolitian,20,night,15,20,50,21,5
26318,22,4.6,18.520016,73.830547,18.560016,73.870547,Windy,High,1,Meal,scooter,0,No,Urban,13,afternoon,5,14,50,14,55
26321,38,4.8,12.939496,77.625999,12.979496,77.665999,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,26,afternoon,5,16,20,16,25
26323,26,4.7,17.451976,78.385883,17.501976,78.435883,Fog,Low,2,Snack,motorcycle,1,No,Metropolitian,18,night,10,22,30,22,40
26324,30,4.8,22.727021,75.884167,22.777021,75.934167,Fog,Medium,1,Drinks,motorcycle,0,No,Metropolitian,19,evening,10,18,25,18,35
26327,20,4.5,12.939496,77.625999,13.029496,77.715999,Fog,Jam,0,Snack,motorcycle,1,No,Metropolitian,42,night,15,21,15,21,30
26328,23,4.5,26.902328,75.794257,26.972328,75.864257,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,30,evening,5,20,45,20,50
26329,38,4.8,18.516216,73.842527,18.566216,73.892527,Windy,Low,2,Buffet,motorcycle,1,No,Metropolitian,21,night,10,22,45,22,55
26331,27,4.8,22.744648,75.894377,22.794648,75.944377,Stormy,Medium,1,Snack,scooter,1,No,Urban,22,evening,15,18,25,18,40
26332,33,4.0,17.483216,78.552111,17.553216,78.622111,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,47,evening,5,17,35,17,40
26336,35,5.0,22.310526,73.170937,22.400526,73.260937,Stormy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,21,evening,15,17,55,18,10
26337,26,4.1,13.081878,80.248519,13.211878,80.378519,Fog,Jam,2,Snack,scooter,2,No,Urban,41,evening,15,19,40,19,55
26338,22,4.6,17.438263,78.397865,17.458263,78.417865,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,11,morning,5,8,20,8,25
26339,38,5.0,18.516216,73.842527,18.546216,73.872527,Windy,Jam,2,Snack,motorcycle,1,No,Metropolitian,33,evening,5,20,45,20,50
26340,29,4.6,26.921411,75.793604,27.061411,75.933604,Sandstorms,Jam,1,Buffet,motorcycle,1,No,Metropolitian,19,night,5,21,15,21,20
26342,23,4.9,21.170798,72.790489,21.250798,72.870489,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,night,10,23,10,23,20
26346,36,4.6,21.149569,72.772697,21.239569,72.862697,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,40,night,15,21,30,21,45
26348,33,4.6,21.175104,72.804342,21.285104,72.914342,Sunny,Medium,2,Snack,electric_scooter,0,No,Metropolitian,15,evening,5,17,15,17,20
26349,28,4.9,12.978453,77.643685,13.038453,77.703685,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Urban,24,night,5,21,20,21,25
26350,36,4.8,12.986047,80.218114,13.016047,80.248114,Sunny,Low,1,Snack,scooter,0,No,Metropolitian,14,night,5,23,30,23,35
26353,25,4.6,18.593481,73.785901,18.673481,73.865901,Sunny,Jam,2,Snack,scooter,0,No,Urban,10,night,5,21,25,21,30
26358,39,4.7,26.910262,75.783013,26.990262,75.863013,Stormy,Jam,2,Drinks,scooter,1,No,Metropolitian,29,evening,5,20,10,20,15
26359,36,4.6,21.173343,72.792731,21.183343,72.802731,Cloudy,High,1,Buffet,scooter,1,No,Metropolitian,28,morning,5,11,25,11,30
26361,22,4.3,12.310972,76.659264,12.320972,76.669264,Sandstorms,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,morning,5,8,10,8,15
26364,20,4.7,21.160437,72.774209,21.180437,72.794209,Sunny,Low,2,Drinks,motorcycle,1,No,Urban,20,morning,5,10,10,10,15
26365,25,4.5,17.424114,78.347554,17.554114,78.477554,Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,44,night,5,21,20,21,25
26369,39,3.6,13.049645,80.242268,13.179645,80.372268,Windy,Medium,1,Snack,motorcycle,1,No,Metropolitian,33,evening,10,18,35,18,45
26371,22,4.8,19.176269,72.836721,19.226269,72.886721,Sunny,Medium,2,Snack,scooter,1,No,Metropolitian,16,evening,15,18,10,18,25
26372,21,4.6,18.536562,73.896485,18.586562,73.946485,Sandstorms,Low,1,Meal,motorcycle,0,No,Metropolitian,16,night,10,22,45,22,55
26373,36,4.7,22.753839,75.897429,22.763838,75.907429,Sandstorms,Low,2,Snack,scooter,1,No,Urban,23,morning,15,10,15,10,30
26375,38,4.3,18.520016,73.830547,18.550016,73.860547,Windy,Medium,1,Drinks,scooter,1,No,Urban,32,evening,15,18,30,18,45
26378,21,4.5,27.160832,78.011608,27.240832,78.091608,Cloudy,Low,1,Drinks,motorcycle,1,No,Metropolitian,20,night,10,22,15,22,25
26381,20,4.0,22.761593,75.886362,22.871593,75.996362,Fog,Jam,1,Drinks,scooter,1,No,Metropolitian,44,evening,15,19,40,19,55
26382,21,4.6,12.906229,77.596791,13.036229,77.726791,Cloudy,Jam,2,Snack,scooter,1,No,Metropolitian,30,night,5,21,20,21,25
26383,21,4.9,26.905287,75.794592,26.925287,75.814592,Sunny,Low,1,Meal,scooter,1,No,Urban,18,morning,5,9,15,9,20
26384,29,4.6,22.722634,75.886959,22.792634,75.956959,Fog,Medium,1,Buffet,scooter,1,No,Metropolitian,29,evening,15,18,25,18,40
26386,27,4.8,30.892978,75.821847,30.952978,75.881847,Cloudy,Low,1,Buffet,motorcycle,0,No,Metropolitian,11,night,5,22,35,22,40
26388,39,5.0,26.892312,75.806896,26.922313,75.836896,Cloudy,Low,0,Snack,motorcycle,0,No,Metropolitian,24,night,15,23,30,23,45
26391,37,4.6,11.025083,77.015393,11.065083,77.055393,Sunny,High,0,Meal,motorcycle,1,No,Urban,27,afternoon,15,13,15,13,30
26392,26,4.7,21.149834,72.778666,21.259834,72.888666,Stormy,Jam,1,Buffet,motorcycle,0,No,Metropolitian,21,evening,10,19,40,19,50
26393,37,5.0,17.429585,78.392621,17.439585,78.402621,Fog,Low,0,Buffet,motorcycle,1,No,Urban,29,morning,15,9,50,10,5
26394,28,4.4,21.149569,72.772697,21.239569,72.862697,Fog,Jam,1,Drinks,motorcycle,1,No,Metropolitian,32,evening,10,19,55,20,5
26395,35,4.9,12.323994,76.626167,12.333994,76.636167,Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,29,morning,15,8,35,8,50
26397,29,4.8,17.440827,78.393391,17.450827,78.403391,Sunny,Low,1,Meal,motorcycle,0,No,Urban,24,morning,5,9,30,9,35
26398,29,4.3,26.911927,75.797282,26.921927,75.807282,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,28,morning,10,9,30,9,40
26403,31,4.9,30.332735,78.054222,30.472735,78.194222,Windy,Low,2,Drinks,scooter,0,No,Metropolitian,18,night,15,23,30,23,45
26404,22,4.6,22.569358,88.433452,22.629358,88.493452,Cloudy,Low,0,Snack,motorcycle,0,No,Metropolitian,23,night,15,22,10,22,25
26407,32,4.7,17.410371,78.437225,17.540371,78.567225,Stormy,Low,2,Buffet,scooter,1,No,Metropolitian,25,night,15,22,30,22,45
26408,33,4.7,10.006881,76.345397,10.026881,76.365397,Windy,High,1,Buffet,scooter,1,No,Metropolitian,27,morning,10,11,20,11,30
26409,39,4.4,23.235123,77.398886,23.295123,77.458886,Stormy,Medium,2,Snack,motorcycle,1,No,Metropolitian,33,evening,5,18,10,18,15
26410,31,4.6,19.120083,72.907385,19.160083,72.947385,Stormy,High,0,Snack,motorcycle,1,No,Urban,32,afternoon,5,12,40,12,45
26413,23,4.9,12.325461,76.632278,12.375461,76.682278,Fog,Low,1,Snack,scooter,1,No,Metropolitian,18,night,5,22,10,22,15
26414,34,4.2,12.284747,76.625861,12.354747,76.695861,Cloudy,Medium,2,Meal,scooter,2,No,Metropolitian,39,evening,10,18,45,18,55
26415,28,5.0,12.934179,77.615797,13.044179,77.725797,Fog,Medium,1,Meal,scooter,2,No,Metropolitian,39,evening,10,18,35,18,45
26417,28,4.8,12.970324,77.645748,13.040324,77.715748,Windy,Medium,2,Buffet,motorcycle,1,No,Metropolitian,22,evening,15,18,20,18,35
26420,23,4.9,17.451976,78.385883,17.541976,78.475883,Sunny,Medium,1,Buffet,motorcycle,1,No,Metropolitian,19,evening,15,18,50,19,5
26421,27,5.0,22.310526,73.170937,22.330526,73.190937,Stormy,Low,1,Meal,motorcycle,0,No,Metropolitian,12,morning,10,9,35,9,45
26422,31,5.0,26.892312,75.806896,26.952313,75.866896,Sandstorms,Medium,1,Snack,motorcycle,0,No,Urban,25,evening,10,17,10,17,20
26423,30,4.9,17.424114,78.347554,17.464114,78.387554,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,25,afternoon,10,16,35,16,45
26425,39,4.6,26.766536,75.837333,26.906536,75.977333,Stormy,Jam,2,Snack,motorcycle,1,No,Metropolitian,27,evening,15,19,15,19,30
26426,21,4.7,21.149569,72.772697,21.189569,72.812697,Stormy,High,2,Meal,scooter,1,No,Metropolitian,25,afternoon,15,14,30,14,45
26427,23,4.6,22.760072,75.892574,22.810072,75.942574,Windy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,15,evening,15,20,30,20,45
26430,26,4.9,18.546947,73.900626,18.656947,74.010626,Stormy,Low,0,Meal,motorcycle,0,No,Metropolitian,15,night,5,23,15,23,20
26431,36,4.6,18.520016,73.830547,18.650016,73.960547,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,45,evening,10,20,35,20,45
26432,37,4.6,19.876994,75.372353,19.886994,75.382353,Windy,Low,1,Snack,motorcycle,1,No,Metropolitian,23,morning,10,10,35,10,45
26435,32,3.5,17.438263,78.397865,17.548263,78.507865,Cloudy,Low,1,Drinks,motorcycle,1,No,Metropolitian,32,night,10,22,15,22,25
26436,29,4.7,30.895204,75.822103,30.955204,75.882103,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,27,evening,15,17,30,17,45
26437,35,4.2,11.022169,76.999594,11.132169,77.109594,Sunny,Jam,2,Buffet,motorcycle,1,No,Urban,31,evening,10,19,55,20,5
26438,38,4.3,19.131141,72.813074,19.241141,72.923074,Cloudy,Medium,2,Buffet,scooter,1,No,Metropolitian,32,evening,10,18,55,19,5
26441,36,4.6,30.895204,75.822103,31.035204,75.962103,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,40,evening,15,17,15,17,30
26444,30,4.9,22.310329,73.169083,22.390329,73.249083,Stormy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,25,evening,10,17,55,18,5
26445,35,4.6,26.902328,75.794257,26.952328,75.844257,Stormy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,28,night,15,21,50,22,5
26446,32,4.8,26.849596,75.800512,26.979596,75.930512,Cloudy,Low,1,Meal,motorcycle,1,No,Metropolitian,27,night,5,22,30,22,35
26447,22,5.0,10.035573,76.336958,10.095573,76.396958,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,30,evening,10,20,30,20,40
26451,35,4.9,13.086438,80.220672,13.146439,80.280672,Windy,Medium,1,Meal,scooter,0,No,Metropolitian,30,evening,10,18,20,18,30
26452,20,4.7,26.902908,75.792934,26.992908,75.882934,Windy,Low,1,Snack,scooter,1,No,Urban,15,night,5,23,40,23,45
