,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
22062,21.0,4.9,11.022298,76.998349,11.062298,77.038349,16:50,16:55,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16
22063,26.0,3.2,22.533662,88.366217,22.603662,88.436217,23:40,23:50,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,38
22064,36.0,4.9,12.906229,77.596791,12.916229,77.606791,09:50,09:55,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24
22065,23.0,4.8,13.091809,80.219104,13.131809,80.259104,15:35,15:50,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Urban,18
22067,39.0,4.3,12.979096,77.640625,12.989096,77.650625,10:15,10:20,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,26
22071,35.0,4.8,11.003669,76.976494,11.033669,77.006494,22:55,23:05,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15
22073,34.0,4.4,19.176269,72.836721,19.246269,72.906721,19:40,19:55,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35
22074,28.0,4.6,22.533662,88.366217,22.663662,88.496217,18:10,18:20,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27
22075,25.0,4.9,13.091809,80.219104,13.151809,80.279104,23:15,23:25,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,15
22076,29.0,4.9,26.911378,75.789034,26.921378,75.799034,08:15,08:25,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17
22078,22.0,4.9,13.027018,80.254791,13.047018,80.274791,08:50,09:05,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,13
22079,22.0,4.7,12.310972,76.659264,12.420972,76.769264,20:35,20:40,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16
22082,22.0,4.9,18.546947,73.900626,18.636947,73.990626,18:30,18:35,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,13
22084,22.0,4.7,22.728163,75.884212,22.788163,75.944212,18:35,18:45,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13
22089,22.0,4.6,18.569156,73.774723,18.589156,73.794723,10:55,11:05,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,14
22092,22.0,4.1,17.438263,78.397865,17.458263,78.417865,09:30,09:45,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20
22094,33.0,4.8,12.316967,76.603067,12.336967,76.623067,09:30,09:35,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,10
22099,39.0,4.7,19.876106,75.340775,20.006106,75.470775,17:45,17:50,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30
22101,32.0,4.4,12.933284,77.615428,13.043284,77.725428,23:45,23:50,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,36
22102,21.0,4.7,13.027018,80.254791,13.077018,80.304791,18:35,18:50,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,14
22104,24.0,4.6,17.438263,78.397865,17.448263,78.407865,08:55,09:10,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,16
22106,26.0,4.9,12.981615,80.231598,13.061615,80.311598,20:40,20:50,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27
22111,37.0,4.7,13.091809,80.219104,13.131809,80.259104,13:40,13:55,Cloudy,High,2,Snack,motorcycle,1.0,No,Urban,37
22112,38.0,5.0,30.895817,75.813112,31.005817,75.923112,20:15,20:30,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,28
22116,37.0,5.0,19.874733,75.353942,19.934733,75.413942,18:10,18:20,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25
22117,30.0,4.8,12.949934,77.699386,13.079934,77.829386,17:50,18:05,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,23
22118,37.0,4.1,13.049645,80.242268,13.129645,80.322268,22:50,22:55,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,43
22120,30.0,4.8,12.284747,76.625861,12.414747,76.755861,21:40,21:45,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,39
22121,25.0,4.7,11.008638,76.984311,11.058638,77.034311,22:40,22:50,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,21
22122,35.0,4.2,19.875016,75.322405,19.945016,75.392405,18:40,18:50,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,36
22124,20.0,4.6,18.994049,72.825203,19.044049,72.875203,18:40,18:55,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,25
22125,26.0,4.7,12.979166,77.640709,13.089166,77.750709,23:40,23:50,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10
22127,37.0,3.7,19.120083,72.907385,19.200083,72.987385,19:10,19:25,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33
22130,35.0,4.3,21.170798,72.790489,21.260798,72.880489,19:40,19:45,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,43
22131,38.0,4.9,18.554382,73.798206,18.634382,73.878206,23:15,23:25,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27
22132,21.0,4.6,26.892312,75.806896,26.932312,75.846896,16:35,16:45,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,24
22133,29.0,4.7,19.178321,72.834715,19.288321,72.944715,17:35,17:40,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,30
22134,22.0,4.6,22.651847,75.881991,22.781847,76.011991,22:15,22:20,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,12
22135,33.0,4.9,21.186608,72.794136,21.296608,72.904136,18:55,19:05,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,33
22136,29.0,4.4,13.054347,80.257221,13.144347,80.347221,20:50,21:05,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31
22137,23.0,4.7,19.121999,72.908493,19.181999,72.968493,22:20,22:30,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,16
22139,36.0,4.7,15.585658,73.743606,15.635658,73.793606,22:40,22:45,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,28
22140,32.0,4.6,19.178321,72.834715,19.198321,72.854715,11:50,12:05,Sunny,High,1,Drinks,scooter,0.0,No,Urban,22
22141,20.0,5.0,12.939496,77.625999,12.959496,77.645999,08:30,08:45,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,18
22143,25.0,4.6,12.981615,80.231598,13.041615,80.291598,20:15,20:30,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,13
22145,36.0,4.9,23.353783,85.326967,23.463783,85.436967,19:40,19:50,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,23
22146,29.0,4.6,11.001852,76.976268,11.081852,77.056268,19:50,19:55,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25
22148,27.0,4.6,12.325461,76.632278,12.415461,76.722278,23:30,23:40,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22
22149,24.0,4.5,21.149569,72.772697,21.239569,72.862697,22:55,23:05,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24
22151,27.0,5.0,25.457116,81.859682,25.537116,81.939682,21:15,21:20,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34
22152,35.0,4.7,17.455894,78.375467,17.505894,78.425467,19:35,19:45,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,20
22154,30.0,4.8,19.874733,75.353942,19.944733,75.423942,22:30,22:35,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,38
22155,20.0,4.9,12.906229,77.596791,12.966229,77.656791,19:25,19:30,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,26
22156,37.0,4.9,12.939496,77.625999,12.979496,77.665999,14:45,14:55,Sandstorms,High,0,Drinks,motorcycle,0.0,Yes,Metropolitian,42
22157,37.0,4.6,12.316967,76.603067,12.406967,76.693067,19:30,19:45,Fog,Jam,0,Meal,motorcycle,0.0,No,Semi-Urban,50
22160,37.0,4.6,11.026117,76.944652,11.086117,77.004652,22:55,23:10,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,26
22161,38.0,4.7,22.725835,75.887648,22.785835,75.947648,17:30,17:40,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,33
22163,39.0,4.1,19.221315,72.862381,19.241315,72.882381,09:20,09:25,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26
22164,38.0,4.9,22.732225,75.874765,22.792225,75.934765,23:25,23:35,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,29
22166,26.0,4.2,13.029198,77.570997,13.049198,77.590997,09:45,09:50,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21
22168,32.0,4.6,21.149669,72.772629,21.259669,72.882629,19:55,20:05,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28
22169,37.0,4.7,17.455894,78.375467,17.505894,78.425467,18:15,18:25,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31
22176,24.0,4.2,26.892312,75.806896,26.962312,75.876896,20:35,20:50,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33
22179,31.0,4.6,12.297954,76.665169,12.327954,76.695169,17:10,17:25,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,27
22181,29.0,4.7,23.371292,85.327872,23.401292,85.357872,18:20,18:25,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,12
22184,36.0,4.1,22.307898,73.167788,22.377898,73.237788,17:10,17:20,Stormy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,38
22185,33.0,4.7,13.005801,80.250744,13.015801,80.260744,08:40,08:50,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23
22186,34.0,4.9,17.410371,78.437225,17.540371,78.567225,19:40,19:45,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28
22187,28.0,4.7,11.003669,76.976494,11.013669,76.986494,10:25,10:40,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,17
22189,27.0,4.9,21.160437,72.774209,21.270437,72.884209,19:15,19:25,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27
22194,32.0,4.7,22.751857,75.866699,22.771857,75.886699,10:25,10:30,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11
22195,38.0,4.8,12.913041,77.683237,12.993041,77.763237,19:55,20:05,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25
22196,39.0,4.9,11.001753,76.986241,11.011753,76.996241,11:35,11:50,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,25
22197,33.0,4.6,19.103249,72.846749,19.133249,72.876749,18:10,18:15,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,17
22198,36.0,5.0,18.536718,73.830327,18.576718,73.870328,13:45,13:55,Windy,High,2,Snack,motorcycle,0.0,No,Metropolitian,29
22199,39.0,4.5,18.536718,73.830327,18.646718,73.940327,20:10,20:25,Sunny,Jam,1,Snack,motorcycle,0.0,No,Urban,21
22200,32.0,4.2,18.533811,73.899315,18.623811,73.989315,17:45,17:50,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,41
22201,22.0,4.7,21.149669,72.772629,21.259669,72.882629,21:25,21:40,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,20
22202,23.0,4.5,12.326356,76.619103,12.436356,76.729103,23:25,23:30,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,12
22203,25.0,4.9,22.307898,73.167788,22.337898,73.197788,18:20,18:25,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29
22204,37.0,4.9,22.651847,75.881991,22.761847,75.991991,17:30,17:45,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,27
22205,34.0,4.8,23.351058,85.325731,23.381058,85.355731,22:40,22:45,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,15
22206,35.0,4.1,12.337978,76.616792,12.447978,76.726792,17:40,17:55,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,37
22208,28.0,4.6,21.183434,72.814492,21.193434,72.824492,10:45,10:55,Fog,Low,2,Meal,scooter,0.0,No,Urban,12
22210,32.0,4.7,23.232357,77.429989,23.282357,77.479989,17:50,17:55,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,30
22211,30.0,5.0,13.081878,80.248519,13.161878,80.328519,22:40,22:50,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27
22215,29.0,4.7,30.899992,75.831338,30.929992,75.861338,18:55,19:05,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28
22217,33.0,4.6,22.753839,75.897429,22.813838,75.957429,18:50,18:55,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25
22218,35.0,4.6,17.411028,78.329645,17.461028,78.379645,17:35,17:50,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28
22219,32.0,4.7,30.893081,75.821495,30.923081,75.851495,23:15,23:20,Stormy,Low,2,Snack,scooter,1.0,No,Urban,23
22224,24.0,4.9,18.994237,72.825553,19.014237,72.845553,11:30,11:45,Stormy,High,1,Buffet,motorcycle,0.0,No,Urban,15
22225,29.0,4.7,11.001753,76.986241,11.061753,77.046241,23:45,23:50,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21
22227,35.0,4.7,13.064181,80.236442,13.124181,80.296442,21:25,21:30,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25
22229,32.0,3.5,18.533811,73.899315,18.613811,73.979315,23:25,23:35,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,35
22230,23.0,4.7,17.411028,78.329645,17.461028,78.379645,17:15,17:20,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,15
22231,38.0,4.6,11.016298,76.972076,11.146298,77.102076,23:25,23:40,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,24
22232,25.0,4.5,18.546258,73.904337,18.636258,73.994337,20:20,20:35,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,22
22233,22.0,4.9,19.103249,72.846749,19.183249,72.926749,17:20,17:35,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,19
22235,27.0,4.6,23.357804,85.325146,23.367804,85.335146,08:30,08:45,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,17
22237,34.0,5.0,12.939496,77.625999,12.959496,77.645999,08:10,08:15,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,14
22240,30.0,4.1,18.994237,72.825553,19.124237,72.955553,20:50,20:55,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,44
22246,26.0,4.6,18.546947,73.900626,18.626947,73.980626,22:40,22:55,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,19
22247,37.0,4.4,12.981615,80.231598,13.021615,80.271598,13:30,13:45,Windy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,33
22249,26.0,4.7,25.450377,81.834236,25.480377,81.864236,18:35,18:45,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29
22252,21.0,4.6,11.016298,76.972076,11.146298,77.102076,20:25,20:35,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29
22253,36.0,4.6,12.979096,77.640625,13.039096,77.700625,17:45,17:50,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,29
22255,31.0,4.9,17.431668,78.408321,17.441668,78.418321,08:15,08:30,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29
22256,23.0,4.8,11.026117,76.944652,11.116117,77.034652,17:10,17:20,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26
22258,24.0,4.7,13.026286,80.275235,13.106286,80.355235,22:50,22:55,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,13
22259,36.0,5.0,18.533811,73.899315,18.553811,73.919315,09:15,09:25,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,15
22260,37.0,4.8,21.175104,72.804342,21.255104,72.884342,20:45,20:55,Windy,Jam,1,Snack,motorcycle,0.0,No,Urban,25
22267,32.0,4.5,13.026286,80.275235,13.036286,80.285235,08:40,08:50,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,26
22268,31.0,4.7,12.326356,76.619103,12.376356,76.669103,17:45,17:50,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,15
22270,36.0,4.1,26.902328,75.794257,26.992328,75.884257,17:25,17:35,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,35
22272,22.0,4.9,11.001753,76.986241,11.031753,77.016241,23:40,23:45,Fog,Low,1,Snack,scooter,1.0,No,Urban,11
22273,22.0,3.1,26.910262,75.783013,26.990262,75.863013,22:15,22:25,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,34
22274,33.0,4.7,15.561295,73.749478,15.671295,73.859478,23:45,23:50,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,25
22276,33.0,4.6,12.970221,77.645396,12.990221,77.665396,11:55,12:10,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,33
22277,22.0,4.5,22.311844,73.165081,22.391844,73.245081,23:10,23:25,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16
22278,32.0,4.6,11.003669,76.976494,11.023669,76.996494,10:50,11:05,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,18
22280,35.0,4.9,12.337978,76.616792,12.417978,76.696792,18:40,18:45,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,25
22283,35.0,4.9,18.546947,73.900626,18.676947,74.030626,22:10,22:25,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,25
22286,31.0,4.8,23.374989,85.335486,23.434989,85.395486,23:45,23:55,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18
22287,35.0,4.6,12.970324,77.645748,12.980324,77.655748,10:10,10:15,Windy,Low,2,Snack,scooter,0.0,No,Urban,29
22288,34.0,4.7,22.569358,88.433452,22.589358,88.453452,11:45,11:50,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,24
22289,28.0,4.5,21.173343,72.792731,21.223343,72.842731,18:40,18:55,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22
22290,33.0,4.6,18.520016,73.830547,18.570016,73.880547,18:20,18:25,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,19
22293,22.0,4.7,23.218998,77.373573,23.278998,77.433573,20:15,20:25,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25
22295,34.0,3.8,30.892978,75.821847,30.972978,75.901847,20:40,20:50,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,32
22296,28.0,5.0,13.026286,80.275235,13.116286,80.365235,17:45,17:55,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25
22297,38.0,4.8,26.910262,75.783013,26.950262,75.823013,16:30,16:40,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,20
22298,27.0,4.5,18.554382,73.798206,18.644382,73.888206,22:55,23:10,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22
22300,24.0,4.1,21.186438,72.794115,21.316438,72.924115,19:35,19:50,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,39
22302,23.0,5.0,17.433809,78.386744,17.513809,78.466744,17:10,17:15,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15
22304,38.0,4.0,21.170096,72.789122,21.250096,72.869122,17:30,17:35,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32
22305,39.0,4.6,22.753659,75.903365,22.783659,75.933365,19:10,19:20,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,21
22310,26.0,4.8,23.359407,85.325055,23.419407,85.385055,17:35,17:45,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17
22311,32.0,5.0,13.005801,80.250744,13.055801,80.300744,19:20,19:25,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26
22314,39.0,4.2,22.745536,75.893106,22.755536,75.903106,11:55,12:10,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,44
22315,37.0,4.7,11.026117,76.944652,11.066117,76.984652,15:25,15:40,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,19
22317,25.0,4.7,12.979096,77.640625,12.999096,77.660625,09:35,09:45,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,10
22318,25.0,4.5,13.026279,80.174568,13.116279,80.264568,20:45,20:50,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,23
22320,21.0,4.8,11.000762,76.981876,11.080762,77.061876,21:40,21:55,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33
22322,38.0,4.8,11.022477,76.995667,11.082477,77.055667,18:40,18:45,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30
22324,32.0,4.7,25.450329,81.834279,25.490329,81.874279,14:25,14:30,Cloudy,High,2,Drinks,scooter,0.0,No,Metropolitian,37
22325,29.0,4.8,22.751857,75.866699,22.831857,75.946699,21:20,21:30,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39
22326,32.0,4.6,11.022477,76.995667,11.072477,77.045667,17:35,17:45,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21
22328,34.0,4.7,18.563934,73.915367,18.573935,73.925367,08:25,08:35,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,15
22330,32.0,4.9,26.766536,75.837333,26.826536,75.897333,18:40,18:55,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,27
22334,21.0,4.8,13.066762,80.251865,13.116762,80.301865,18:20,18:35,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29
22336,27.0,4.7,18.636215,73.751081,18.676215,73.791081,12:20,12:35,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,21
22338,22.0,4.6,19.103249,72.846749,19.123249,72.866749,09:45,09:50,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19
22339,38.0,4.7,17.428294,78.404423,17.458294,78.434423,18:45,18:55,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32
22341,26.0,5.0,21.175104,72.804342,21.205104,72.834342,17:25,17:30,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,15
22342,28.0,4.8,23.214459,77.434976,23.224459,77.444976,08:30,08:35,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16
22343,27.0,4.9,11.003681,76.975525,11.053681,77.025525,17:35,17:40,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20
22344,27.0,4.7,13.022394,80.242439,13.082394,80.302439,19:25,19:30,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29
22347,35.0,5.0,12.316967,76.603067,12.326967,76.613067,08:30,08:35,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,18
22350,38.0,5.0,12.304569,76.643622,12.334569,76.673622,18:40,18:55,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25
22351,37.0,3.7,19.879631,75.323403,19.969631,75.413403,18:50,18:55,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33
22354,34.0,4.0,11.001852,76.976268,11.061852,77.036268,17:10,17:20,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32
22357,22.0,4.9,22.569367,88.433187,22.639367,88.503187,17:30,17:45,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,26
22358,37.0,4.5,12.978453,77.643685,13.018453,77.683685,14:10,14:15,Sunny,High,2,Meal,motorcycle,1.0,No,Metropolitian,23
22359,21.0,4.8,25.450329,81.834279,25.540329,81.924279,21:25,21:40,Fog,Jam,0,Meal,motorcycle,2.0,No,Semi-Urban,48
22360,28.0,4.6,22.753839,75.897429,22.763838,75.907429,11:40,11:45,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,26
22361,30.0,4.6,12.323978,76.627961,12.373978,76.677961,21:10,21:15,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,15
22362,39.0,4.1,23.357804,85.325146,23.397804,85.365146,13:20,13:30,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,33
22363,26.0,4.5,17.440827,78.393391,17.450827,78.403391,09:30,09:45,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25
22364,36.0,3.7,23.351058,85.325731,23.431058,85.405731,21:25,21:30,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,41
22366,33.0,4.8,17.410371,78.437225,17.490371,78.517225,18:15,18:30,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27
22367,30.0,4.0,21.175104,72.804342,21.195104,72.824342,09:15,09:20,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25
22369,38.0,4.9,23.359194,85.325447,23.439194,85.405447,19:30,19:35,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19
22371,36.0,4.3,21.175104,72.804342,21.225104,72.854342,18:15,18:20,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,33
22372,34.0,3.6,11.016298,76.972076,11.106298,77.062076,23:35,23:45,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,31
22375,30.0,4.8,11.008638,76.984311,11.118638,77.094311,22:25,22:40,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25
22376,23.0,4.7,23.374878,85.335739,23.394878,85.355739,11:35,11:50,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,15
22379,37.0,4.9,26.905287,75.794592,26.945287,75.834592,15:10,15:15,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34
22382,23.0,4.8,12.913041,77.683237,12.993041,77.763237,23:50,23:55,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,21
22385,21.0,4.6,11.025083,77.015393,11.055083,77.045393,20:35,20:45,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32
22387,38.0,4.0,12.972793,80.249982,12.992793,80.269982,10:35,10:40,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26
22388,24.0,4.7,26.910262,75.783013,26.990262,75.863013,23:30,23:35,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,28
22389,37.0,4.8,12.325461,76.632278,12.385461,76.692278,21:50,22:05,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28
22390,20.0,4.6,22.760072,75.892574,22.830072,75.962574,17:15,17:30,Stormy,Medium,2,Snack,motorcycle,0.0,No,Urban,25
22391,26.0,4.6,13.058616,80.264151,13.088616,80.294151,18:35,18:40,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29
22395,31.0,5.0,11.001852,76.976268,11.131852,77.106268,19:25,19:40,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,42
22396,25.0,4.9,22.732225,75.874765,22.842225,75.984765,20:30,20:40,Windy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,17
22397,31.0,4.6,22.311844,73.165081,22.331844,73.185081,09:40,09:55,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26
